,Season,Month,Year,Date,Pressure,Longitude,Latitude
1,DJF,1,1980,1/1/1980,1004.467436,323.4673342,54.28412315
2,DJF,1,1980,1/2/1980,1005.007415,320.018931,56.93827676
3,DJF,1,1980,1/3/1980,1003.533933,322.3895686,58.73592832
4,DJF,1,1980,1/4/1980,1000.20569,325.9845627,58.15072637
5,DJF,1,1980,1/5/1980,1001.366253,324.777251,58.12288325
6,DJF,1,1980,1/6/1980,1003.059894,315.0377358,57.28492859
7,DJF,1,1980,1/7/1980,1001.482351,304.1891089,58.92568168
8,DJF,1,1980,1/8/1980,1000.75314,306.0230954,60.7189963
9,DJF,1,1980,1/9/1980,999.9972053,307.425556,62.59487897
10,DJF,1,1980,1/10/1980,1001.711273,311.3057187,64.65429074
11,DJF,1,1980,1/11/1980,1006.653265,302.8670239,57.78686837
12,DJF,1,1980,1/12/1980,1003.939043,301.5734876,56.86672303
13,DJF,1,1980,1/13/1980,1000.401849,320.9079674,63.47731499
14,DJF,1,1980,1/14/1980,1004.720559,320.5859995,64.03882531
15,DJF,1,1980,1/15/1980,1008.697519,345.5350474,58.1959162
16,DJF,1,1980,1/16/1980,1004.80752,348.2379594,59.78073338
17,DJF,1,1980,1/17/1980,1004.542897,344.5172839,62.70567364
18,DJF,1,1980,1/18/1980,1004.212847,341.8948086,60.35368023
19,DJF,1,1980,1/19/1980,1004.7267,337.3314773,58.07545693
20,DJF,1,1980,1/20/1980,1004.546388,329.1899306,55.05860758
21,DJF,1,1980,1/21/1980,1000.714761,324.2657911,52.62328438
22,DJF,1,1980,1/22/1980,1003.382132,320.7913532,53.06045711
23,DJF,1,1980,1/23/1980,1003.32857,326.6510564,50.68962643
24,DJF,1,1980,1/24/1980,1001.412495,315.7384108,48.16284554
25,DJF,1,1980,1/25/1980,996.8452004,307.1807218,49.27260517
26,DJF,1,1980,1/26/1980,997.3110615,310.6421857,51.42825999
27,DJF,1,1980,1/27/1980,997.0970667,312.7765768,52.23568909
28,DJF,1,1980,1/28/1980,998.411057,315.0685938,53.0283523
29,DJF,1,1980,1/29/1980,999.5481966,315.0277441,54.22440536
30,DJF,1,1980,1/30/1980,1002.35772,328.8080516,53.10706191
31,DJF,1,1980,1/31/1980,999.9057993,336.8730317,53.40986403
32,DJF,2,1980,2/1/1980,1001.054176,334.2841602,54.5106159
33,DJF,2,1980,2/2/1980,1001.206247,331.7931921,54.5529386
34,DJF,2,1980,2/3/1980,1003.067014,335.4817109,54.72154805
35,DJF,2,1980,2/4/1980,1005.414919,342.5399613,56.5676941
36,DJF,2,1980,2/5/1980,1007.323794,340.1287751,54.63870646
37,DJF,2,1980,2/6/1980,1004.304117,329.8901831,51.07715424
38,DJF,2,1980,2/7/1980,998.789336,330.8913198,53.23758078
39,DJF,2,1980,2/8/1980,998.7483099,329.9483552,53.83683099
40,DJF,2,1980,2/9/1980,1000.748794,326.6951571,53.30404975
41,DJF,2,1980,2/10/1980,1002.426228,323.0593945,52.21660453
42,DJF,2,1980,2/11/1980,1003.25122,316.3703352,51.90719603
43,DJF,2,1980,2/12/1980,1002.432179,316.1134909,53.88686786
44,DJF,2,1980,2/13/1980,1001.868197,320.9452558,54.97201476
45,DJF,2,1980,2/14/1980,999.8888818,323.6273326,55.75757818
46,DJF,2,1980,2/15/1980,997.3640947,321.9019348,57.0979646
47,DJF,2,1980,2/16/1980,999.4997585,314.7295212,59.05098987
48,DJF,2,1980,2/17/1980,998.9082505,308.8180878,60.25025993
49,DJF,2,1980,2/18/1980,998.3365443,304.8181334,60.03112817
50,DJF,2,1980,2/19/1980,996.7724655,304.9420089,63.03016878
51,DJF,2,1980,2/20/1980,999.8162835,315.1842347,63.42743971
52,DJF,2,1980,2/21/1980,1001.019581,317.5885082,61.14686723
53,DJF,2,1980,2/22/1980,997.3945564,316.222504,59.19067175
54,DJF,2,1980,2/23/1980,998.6970271,315.0480891,62.38629154
55,DJF,2,1980,2/24/1980,1001.95789,315.3186777,65.33169216
56,DJF,2,1980,2/25/1980,1005.030371,322.0631769,66.53047736
57,DJF,2,1980,2/26/1980,1005.950922,325.1885662,58.61928644
58,DJF,2,1980,2/27/1980,1004.329985,314.9988804,53.68420347
59,DJF,2,1980,2/28/1980,1004.623318,321.106797,58.84688408
60,DJF,2,1980,2/29/1980,1006.26028,329.8630894,59.29314417
61,MAM,3,1980,3/1/1980,1001.784653,325.2069876,57.19799098
62,MAM,3,1980,3/2/1980,998.9667493,311.7923982,61.07261928
63,MAM,3,1980,3/3/1980,1001.749332,307.0899946,62.66126334
64,MAM,3,1980,3/4/1980,1002.034394,309.0371672,61.11995252
65,MAM,3,1980,3/5/1980,1001.631438,319.4046196,61.35005388
